"Number","Question","Answer1","Answer2","DOI","Year","Author","Comments"
6,"If reported, was the uncertainty complete for all parameters?","no","reproduction","10.1111/acv.12054",2012,"Monadjem",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","wild birds have exponential growth, rehabilitated decline and 5050 stable","10.1111/acv.12054",2012,"Monadjem",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of adult stage is most important","10.1111/acv.12054",2012,"Monadjem",NA
9,"Pre or post breeding census","post",NA,"10.1111/acv.12054",2012,"Monadjem",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1111/acv.12054",2012,"Monadjem",NA
11,"What is error if one found?",NA,NA,"10.1111/acv.12054",2012,"Monadjem",NA
12,"What metric used for fecundity?","fledglings X adult survival",NA,"10.1111/acv.12054",2012,"Monadjem",NA
13,"Sample size","405","total individuals, 163 rehabilitated, 242 wild caught","10.1111/acv.12054",2012,"Monadjem",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1155/2011/870853",2011,"Seignobosc","Rmark"
2,"Organism","mammal","otter","10.1155/2011/870853",2011,"Seignobosc",NA
3,"Do they model an observation process for survival?","yes","Burnham model","10.1155/2011/870853",2011,"Seignobosc",NA
4,"Do they model an observation process for fecundity?","no","direction calculation: total number new offspring/total number breeding females","10.1155/2011/870853",2011,"Seignobosc",NA
5,"Was uncertainty reported?","yes","lambda, SE for parameters propagated assuming normal distribution","10.1155/2011/870853",2011,"Seignobosc",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1155/2011/870853",2011,"Seignobosc",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","stable","10.1155/2011/870853",2011,"Seignobosc",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","adult female survival is most important","10.1155/2011/870853",2011,"Seignobosc",NA
9,"Pre or post breeding census","birth flow",NA,"10.1155/2011/870853",2011,"Seignobosc",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1155/2011/870853",2011,"Seignobosc",NA
11,"What is error if one found?",NA,NA,"10.1155/2011/870853",2011,"Seignobosc",NA
12,"What metric used for fecundity?","total number new offspring/total number breeding females",NA,"10.1155/2011/870853",2011,"Seignobosc",NA
13,"Sample size","81","number of individuals","10.1155/2011/870853",2011,"Seignobosc",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1155/2015/987060",2015,"Sabat",NA
2,"Organism","alcyonacea","sea fan","10.1155/2015/987060",2015,"Sabat",NA
3,"Do they model an observation process for survival?","no","direct estimate on 92 individuals in one year","10.1155/2015/987060",2015,"Sabat",NA
4,"Do they model an observation process for fecundity?","no","direct calculation","10.1155/2015/987060",2015,"Sabat",NA
5,"Was uncertainty reported?","no",NA,"10.1155/2015/987060",2015,"Sabat",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.1155/2015/987060",2015,"Sabat",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","for disease incidence < 0.12 population increases but after that it declines","10.1155/2015/987060",2015,"Sabat",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survivorship has strongest effect on lambda","10.1155/2015/987060",2015,"Sabat",NA
9,"Pre or post breeding census","birth flow",NA,"10.1155/2015/987060",2015,"Sabat",NA
10,"Life cycle correctly estimated?","yes","should maybe have used IPM as size based","10.1155/2015/987060",2015,"Sabat",NA
11,"What is error if one found?",NA,NA,"10.1155/2015/987060",2015,"Sabat",NA
12,"What metric used for fecundity?","new gorgonians as a function of adult abundance",NA,"10.1155/2015/987060",2015,"Sabat",NA
13,"Sample size","92","individuals used in survival estimate","10.1155/2015/987060",2015,"Sabat",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1111/j.1469-1795.2010.00434.x",2010,"Brodie","looked at transient dynamics"
2,"Organism","mammal","black rhino","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
3,"Do they model an observation process for survival?","yes","multi-state mark-recapture model","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
4,"Do they model an observation process for fecundity?","yes","multi-state mark-recapture model","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
5,"Was uncertainty reported?","yes","consider model structure uncertainty, also uncertainty in lambda with mcmc ci","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","stable (just) CI cross zero for all cases","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of adult females = highest elasticity","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
9,"Pre or post breeding census","post",NA,"10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
11,"What is error if one found?",NA,NA,"10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
12,"What metric used for fecundity?","annual probabilty of transition from female to mother with neonate","same as est of transition from adult female to mother","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
13,"Sample size","5000","individual sightings by 2005","10.1111/j.1469-1795.2010.00434.x",2010,"Brodie",NA
1,"Is there an MPM in original paper?","yes","but part of metapopulation analysis RAMAS","10.1111/j.1600-0587.2010.06263.x",2011,"Minin","RAMAS package"
2,"Organism","amphibian","natterjack toad","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
3,"Do they model an observation process for survival?","no","assumptions for 1 to 2 year olds and from literature for 3+","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
4,"Do they model an observation process for fecundity?","no","assumptions for 1 to 2 year olds and from literature for 3+","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
5,"Was uncertainty reported?","yes","just for population size - stochastic simulations with demographic and environmental stochasticity","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
6,"If reported, was the uncertainty complete for all parameters?","yes","standard deviation","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of 1 year olds was most important for probability of extinction","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
9,"Pre or post breeding census","not reported","think pre","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
10,"Life cycle correctly estimated?",NA,"but think yes","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
11,"What is error if one found?",NA,NA,"10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
12,"What metric used for fecundity?","number of 1 year old toads per female per year","product of proportion of females breeding each year, mean clutch size, survival to metamorphosis, survival to one year","10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
13,"Sample size","not reported",NA,"10.1111/j.1600-0587.2010.06263.x",2011,"Minin",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1643/CE-14-191",2015,"Páez","program MARK"
2,"Organism","reptile","magdalena river turtle","10.1643/CE-14-191",2015,"Páez",NA
3,"Do they model an observation process for survival?","yes","Pradel model/ capture mark recapture","10.1643/CE-14-191",2015,"Páez",NA
4,"Do they model an observation process for fecundity?","yes","direct calculation: mean","10.1643/CE-14-191",2015,"Páez",NA
5,"Was uncertainty reported?","yes","sampled from distributions of vital rates for projection - mcmc ci in poptools","10.1643/CE-14-191",2015,"Páez",NA
6,"If reported, was the uncertainty complete for all parameters?","no","reproduction","10.1643/CE-14-191",2015,"Páez",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","declining","10.1643/CE-14-191",2015,"Páez",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of adults and progression transitions were most important","10.1643/CE-14-191",2015,"Páez",NA
9,"Pre or post breeding census","post",NA,"10.1643/CE-14-191",2015,"Páez",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1643/CE-14-191",2015,"Páez",NA
11,"What is error if one found?",NA,NA,"10.1643/CE-14-191",2015,"Páez",NA
12,"What metric used for fecundity?","average number of female hatchlings per average reproductive female","includes adult survival","10.1643/CE-14-191",2015,"Páez",NA
13,"Sample size","709","total individuals","10.1643/CE-14-191",2015,"Páez",NA
1,"Is there an MPM in original paper?","yes","part of RAMAS model","10.1017/S0376892917000340",2018,"Pickett",NA
2,"Organism","bird","black-faced spoonbill","10.1017/S0376892917000340",2018,"Pickett",NA
3,"Do they model an observation process for survival?","no","direct calculation","10.1017/S0376892917000340",2018,"Pickett",NA
4,"Do they model an observation process for fecundity?","no","assume 3 eggs per clutch/2","10.1017/S0376892917000340",2018,"Pickett",NA
5,"Was uncertainty reported?","yes","bootstrapped lambda using standard deviation of vital rates not always clear where these came from","10.1017/S0376892917000340",2018,"Pickett",NA
6,"If reported, was the uncertainty complete for all parameters?","yes","standard deviation","10.1017/S0376892917000340",2018,"Pickett","standard deviations"
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.1017/S0376892917000340",2018,"Pickett",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1017/S0376892917000340",2018,"Pickett",NA
9,"Pre or post breeding census","not reported","think post","10.1017/S0376892917000340",2018,"Pickett",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1017/S0376892917000340",2018,"Pickett",NA
11,"What is error if one found?",NA,NA,"10.1017/S0376892917000340",2018,"Pickett",NA
12,"What metric used for fecundity?","eggs per clutch/adults","fixed at 1.5","10.1017/S0376892917000340",2018,"Pickett",NA
13,"Sample size","not reported",NA,"10.1017/S0376892917000340",2018,"Pickett",NA
1,"Is there an MPM in original paper?","yes","but part of integrated population model","10.1890/15-0317.1",2016,"Bjørkvoll","see Lee et al 2015"
2,"Organism","mammal","reindeer","10.1890/15-0317.1",2016,"Bjørkvoll",NA
3,"Do they model an observation process for survival?","yes","logit-normal model as part of integrated population model","10.1890/15-0317.1",2016,"Bjørkvoll",NA
4,"Do they model an observation process for fecundity?","no","logit-normal model as part of integrated population model","10.1890/15-0317.1",2016,"Bjørkvoll","state=dead/alive not observed/not"
5,"Was uncertainty reported?","yes","and propagated","10.1890/15-0317.1",2016,"Bjørkvoll",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1890/15-0317.1",2016,"Bjørkvoll",NA
7,"Was lambda estimated from matrix? If yes what conclusion","no",NA,"10.1890/15-0317.1",2016,"Bjørkvoll","nice example of how to combine uncertainty and elasticity"
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of calves, yearlings, and two year olds most important","10.1890/15-0317.1",2016,"Bjørkvoll",NA
9,"Pre or post breeding census","post",NA,"10.1890/15-0317.1",2016,"Bjørkvoll",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1890/15-0317.1",2016,"Bjørkvoll",NA
11,"What is error if one found?",NA,NA,"10.1890/15-0317.1",2016,"Bjørkvoll",NA
12,"What metric used for fecundity?","can't tell",NA,"10.1890/15-0317.1",2016,"Bjørkvoll",NA
13,"Sample size","512","individuals in CMR model","10.1890/15-0317.1",2016,"Bjørkvoll",NA
1,"Is there an MPM in original paper?","yes","metapopulation MPM","10.1890/11-0488.1",2011,"Carson",NA
2,"Organism","bivalve","mytilid mussel","10.1890/11-0488.1",2011,"Carson",NA
3,"Do they model an observation process for survival?","no","estimated from mark-recapture and tuffie removal experiments","10.1890/11-0488.1",2011,"Carson",NA
4,"Do they model an observation process for fecundity?","no","mean recruits/m2 divided by mean adults/m2","10.1890/11-0488.1",2011,"Carson",NA
5,"Was uncertainty reported?","yes","bootstrapped elasticity using life stage simulation analysis","10.1890/11-0488.1",2011,"Carson",NA
6,"If reported, was the uncertainty complete for all parameters?","no","mismatch between matrices in Appendix A and uncertainty","10.1890/11-0488.1",2011,"Carson",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","lambda altered by metapopulation connectivity","10.1890/11-0488.1",2011,"Carson",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","highest importance was fecundity in fall season","10.1890/11-0488.1",2011,"Carson",NA
9,"Pre or post breeding census","birth flow",NA,"10.1890/11-0488.1",2011,"Carson",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1890/11-0488.1",2011,"Carson",NA
11,"What is error if one found?",NA,NA,"10.1890/11-0488.1",2011,"Carson",NA
12,"What metric used for fecundity?","number of recruits","times survival of adult to mid point of time step and survival of recruits to end time step","10.1890/11-0488.1",2011,"Carson",NA
13,"Sample size","1096","total marked or collected individuals","10.1890/11-0488.1",2011,"Carson",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1002/eap.1664",2018,"Ali","survival package in R"
2,"Organism","mammal ","hirola antelope","10.1002/eap.1664",2018,"Ali","popbio "
3,"Do they model an observation process for survival?","no","survival package R - mean cumulative survival rate","10.1002/eap.1664",2018,"Ali",NA
4,"Do they model an observation process for fecundity?","no","popbio direct estimate: proportion of adult females that gave birth","10.1002/eap.1664",2018,"Ali",NA
5,"Was uncertainty reported?","yes","standard errors from model averaging","10.1002/eap.1664",2018,"Ali",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1002/eap.1664",2018,"Ali",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","two populations declining, one stable/just increasing","10.1002/eap.1664",2018,"Ali",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","fecundity and calf survival were most important","10.1002/eap.1664",2018,"Ali",NA
9,"Pre or post breeding census","post",NA,"10.1002/eap.1664",2018,"Ali",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1002/eap.1664",2018,"Ali",NA
11,"What is error if one found?",NA,NA,"10.1002/eap.1664",2018,"Ali",NA
12,"What metric used for fecundity?","average proportion of adult females that gave birth to a calf each year","three rates - not measured: probability of pregnancy, probability of birth, calf sex ratio)","10.1002/eap.1664",2018,"Ali",NA
