Number,Question,Answer1,Answer2,DOI,Year,Author,Comments
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,large-sized diadema can contribute most to changes in population growth rate at all sites,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,
9,Pre or post breeding census,not reported,maybe pre as have recruits,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,
10,Life cycle correctly estimated?,can't tell,think so,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,
11,What is error if one found?,NA,,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,
12,What metric used for fecundity?,recruitment,,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,
13,Sample size,not reported,,10.1016/j.ecss.2015.06.021,2015,Rodriguez-Barreras,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1002/jwmg.582,2013,Reynolds,
2,Organism,bird,Anas laysanensis,10.1002/jwmg.582,2013,Reynolds,
3,Do they model an observation process for survival?,yes,Barker model in Program MARK juvenile but adult from literature,10.1002/jwmg.582,2013,Reynolds,program MARK
4,Do they model an observation process for fecundity?,no,direct calculation,10.1002/jwmg.582,2013,Reynolds,
5,Was uncertainty reported?,yes,standard deviations and standard errors,10.1002/jwmg.582,2013,Reynolds,
6,"If reported, was the uncertainty complete for all parameters?",no,some survival,10.1002/jwmg.582,2013,Reynolds,
7,Was lambda estimated from matrix? If yes what conclusion,yes,1.18 for source and 3.28 for reintroduced populations,10.1002/jwmg.582,2013,Reynolds,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,,10.1002/jwmg.582,2013,Reynolds,
9,Pre or post breeding census,not reported,can’t tell,10.1002/jwmg.582,2013,Reynolds,
10,Life cycle correctly estimated?,can't tell,,10.1002/jwmg.582,2013,Reynolds,
11,What is error if one found?,NA,,10.1002/jwmg.582,2013,Reynolds,
12,What metric used for fecundity?,number of ducklings per female that survived to independence,,10.1002/jwmg.582,2013,Reynolds,
13,Sample size,579,total breeding females from 1998-2010 on Laysan Island,10.1002/jwmg.582,2013,Reynolds,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
2,Organism,mammal,black bear,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
3,Do they model an observation process for survival?,can't tell,from literature and tweaked into scenarios,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
4,Do they model an observation process for fecundity?,can't tell,from literature and tweaked into scenarios,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
5,Was uncertainty reported?,no,mentioned but not reported have standard deviations but they are chosen and fixed not representing uncertainty,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
7,Was lambda estimated from matrix? If yes what conclusion,no,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,adult breeding female survival had highest importance in good food years,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
9,Pre or post breeding census,post,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
10,Life cycle correctly estimated?,yes,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
11,What is error if one found?,NA,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
12,What metric used for fecundity?,average number of female cubs per litter,includes survival of adult and transition to breeding,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,
13,Sample size,NA,,10.1016/j.ecolmodel.2014.08.021,2014,Lewis,no sample sizes
,,,,,,,
1,Is there an MPM in original paper?,yes,database data,10.1086/657443,2011,Morris,looked at covariance between vital rates
2,Organism,mammal,primates,10.1086/657443,2011,Morris,
3,Do they model an observation process for survival?,no,binomial GLMM,10.1086/657443,2011,Morris,did account for it but not reported!
4,Do they model an observation process for fecundity?,no,binomial GLMM,10.1086/657443,2011,Morris,
5,Was uncertainty reported?,no,variance of the process - something we are interested in - uncertainty due to sampling is accounted for and removed but not reported,10.1086/657443,2011,Morris,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1086/657443,2011,Morris,
7,Was lambda estimated from matrix? If yes what conclusion,no,stochastic only,10.1086/657443,2011,Morris,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most sensitive to adult survival,10.1086/657443,2011,Morris,
9,Pre or post breeding census,not reported,guess: pre,10.1086/657443,2011,Morris,
10,Life cycle correctly estimated?,can't tell,,10.1086/657443,2011,Morris,
11,What is error if one found?,NA,,10.1086/657443,2011,Morris,
12,What metric used for fecundity?,mean daughters in given year,,10.1086/657443,2011,Morris,
13,Sample size,not reported,,10.1086/657443,2011,Morris,no sample size
,,,,,,,
1,Is there an MPM in original paper?,yes,semi-natural,10.1002/ajp.22177,2013,Hernandez-Pacheco,
2,Organism,mammal,rhesus macaque,10.1002/ajp.22177,2013,Hernandez-Pacheco,
3,Do they model an observation process for survival?,NA,direct calculation: 1- number exited by death over number alive at start of period,10.1002/ajp.22177,2013,Hernandez-Pacheco,don't think it needs observation model
4,Do they model an observation process for fecundity?,NA,direct calculation: number of newborns at t divided by number of live females of age x,10.1002/ajp.22177,2013,Hernandez-Pacheco,
5,Was uncertainty reported?,yes,uncertainty in variance of vital rates,10.1002/ajp.22177,2013,Hernandez-Pacheco,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1002/ajp.22177,2013,Hernandez-Pacheco,
7,Was lambda estimated from matrix? If yes what conclusion,yes,not reported alone only as comparisons,10.1002/ajp.22177,2013,Hernandez-Pacheco,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,LTRE: survival and fertility of sexually active individuals contributed most to long term fitness,10.1002/ajp.22177,2013,Hernandez-Pacheco,
9,Pre or post breeding census,post,,10.1002/ajp.22177,2013,Hernandez-Pacheco,
10,Life cycle correctly estimated?,no,,10.1002/ajp.22177,2013,Hernandez-Pacheco,
11,What is error if one found?,no survival in fecundity,,10.1002/ajp.22177,2013,Hernandez-Pacheco,
12,What metric used for fecundity?,number of female newborns to female adults,,10.1002/ajp.22177,2013,Hernandez-Pacheco,
13,Sample size,2796,female monkeys,10.1002/ajp.22177,2013,Hernandez-Pacheco,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1002/ajp.22323,2015,Kessler,popbio and pgirmess
2,Organism,mammal,rhesus macaque,10.1002/ajp.22323,2015,Kessler,
3,Do they model an observation process for survival?,NA,direct calculation: 1- number exited by death over number alive at start of period,10.1002/ajp.22323,2015,Kessler,"as above, not sure observation process needed"
4,Do they model an observation process for fecundity?,NA,direct calculation: number of newborns at t divided by number of live females of age x,10.1002/ajp.22323,2015,Kessler,
5,Was uncertainty reported?,yes,bootstrapped raw data for lambda,10.1002/ajp.22323,2015,Kessler,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1002/ajp.22323,2015,Kessler,
7,Was lambda estimated from matrix? If yes what conclusion,yes,"pre-TTI 1.128 (1.062-1.165), post TTI 1.134 (1.094-1.179)",10.1002/ajp.22323,2015,Kessler,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,LTRE: most influential are survival and fertility of adults and young adults,10.1002/ajp.22323,2015,Kessler,
9,Pre or post breeding census,post,,10.1002/ajp.22323,2015,Kessler,
10,Life cycle correctly estimated?,can't tell,,10.1002/ajp.22323,2015,Kessler,
11,What is error if one found?,NA,,10.1002/ajp.22323,2015,Kessler,
12,What metric used for fecundity?,number of female newborns to female adults,,10.1002/ajp.22323,2015,Kessler,
13,Sample size,4278,all monkeys in study (both sexes),10.1002/ajp.22323,2015,Kessler,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1002/ajp.22375,2016,Hernandez-Pacheco,popbio
2,Organism,mammal,rhesus macaque,10.1002/ajp.22375,2016,Hernandez-Pacheco,
3,Do they model an observation process for survival?,NA,direct calculation: 1- number exited by death over number alive at start of period,10.1002/ajp.22375,2016,Hernandez-Pacheco,"as above, not sure observation process needed"
4,Do they model an observation process for fecundity?,NA,direct calculation: number of newborns at t divided by number of live females of age x as a linear function of number of mature females in pop,10.1002/ajp.22375,2016,Hernandez-Pacheco,
5,Was uncertainty reported?,no,no sampling variation as have whole population,10.1002/ajp.22375,2016,Hernandez-Pacheco,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1002/ajp.22375,2016,Hernandez-Pacheco,
7,Was lambda estimated from matrix? If yes what conclusion,yes,1.12,10.1002/ajp.22375,2016,Hernandez-Pacheco,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,survival of female adults most influential,10.1002/ajp.22375,2016,Hernandez-Pacheco,
9,Pre or post breeding census,post,,10.1002/ajp.22375,2016,Hernandez-Pacheco,
10,Life cycle correctly estimated?,maybe,,10.1002/ajp.22375,2016,Hernandez-Pacheco,
11,What is error if one found?,still think survival missing from fecundity,,10.1002/ajp.22375,2016,Hernandez-Pacheco,
12,What metric used for fecundity?,adult female contribution to male and female infants,,10.1002/ajp.22375,2016,Hernandez-Pacheco,
13,Sample size,4140,"total monkeys, 2046 male, 2094 female",10.1002/ajp.22375,2016,Hernandez-Pacheco,
,,,,,,,
1,Is there an MPM in original paper?,yes,part of bigger model to look at red list criteria,10.1111/cobi.12234,2013,Keith,RAMAS
2,Organism,anura,Assa darlingtoni,10.1111/cobi.12234,2013,Keith,
3,Do they model an observation process for survival?,no,from literature,10.1111/cobi.12234,2013,Keith,
4,Do they model an observation process for fecundity?,no,from literature,10.1111/cobi.12234,2013,Keith,
5,Was uncertainty reported?,no,mention some as part of the bigger model but never find it reported,10.1111/cobi.12234,2013,Keith,
6,"If reported, was the uncertainty complete for all parameters?",NA,survival reproduction,10.1111/cobi.12234,2013,Keith,
7,Was lambda estimated from matrix? If yes what conclusion,no,,10.1111/cobi.12234,2013,Keith,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,,10.1111/cobi.12234,2013,Keith,
9,Pre or post breeding census,not reported,guess: post,10.1111/cobi.12234,2013,Keith,
10,Life cycle correctly estimated?,can't tell,,10.1111/cobi.12234,2013,Keith,
11,What is error if one found?,NA,,10.1111/cobi.12234,2013,Keith,
12,What metric used for fecundity?,not reported,,10.1111/cobi.12234,2013,Keith,
13,Sample size,NA,from literature,10.1111/cobi.12234,2013,Keith,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1111/cobi.12429,2014,Ryberg,
2,Organism,reptile,Sceloporus arenicolus,10.1111/cobi.12429,2014,Ryberg,
3,Do they model an observation process for survival?,no,"direct calculation: adult = montly estimate, juvenile survival direct estimation for lambda = 1",10.1111/cobi.12429,2014,Ryberg,
4,Do they model an observation process for fecundity?,no,direct calculation: mean number of eggs per female,10.1111/cobi.12429,2014,Ryberg,
5,Was uncertainty reported?,no,,10.1111/cobi.12429,2014,Ryberg,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1111/cobi.12429,2014,Ryberg,
7,Was lambda estimated from matrix? If yes what conclusion,yes,all above 1 (1.08-1.26),10.1111/cobi.12429,2014,Ryberg,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,"most influential for sensitivity was juvenile survial and least was fertility: elasticity showed dominance of adult survival in sites 1,2 ,4, 6 but to juvenile survival in site 3",10.1111/cobi.12429,2014,Ryberg,
9,Pre or post breeding census,not reported,,10.1111/cobi.12429,2014,Ryberg,
10,Life cycle correctly estimated?,no,,10.1111/cobi.12429,2014,Ryberg,
11,What is error if one found?,fecundity doesn't span full time step (appendix S2),,10.1111/cobi.12429,2014,Ryberg,
12,What metric used for fecundity?,mean number of eggs per female,,10.1111/cobi.12429,2014,Ryberg,
13,Sample size,130,individuals across all sites,10.1111/cobi.12429,2014,Ryberg,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1002/ece3.984,2014,Gruebler,
2,Organism,bird,barn swallow,10.1002/ece3.984,2014,Gruebler,
3,Do they model an observation process for survival?,yes,known fate survival model in MARK for adults and CJS for post fledging survival some from literature,10.1002/ece3.984,2014,Gruebler,
4,Do they model an observation process for fecundity?,no,direct calculation: mean,10.1002/ece3.984,2014,Gruebler,
5,Was uncertainty reported?,yes,standard error survival and reproduction,10.1002/ece3.984,2014,Gruebler,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1002/ece3.984,2014,Gruebler,
7,Was lambda estimated from matrix? If yes what conclusion,yes,slightly declining 0.97 SE 0.022,10.1002/ece3.984,2014,Gruebler,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,did but only to see impact of migration on survival not sensitivity of lambda,10.1002/ece3.984,2014,Gruebler,
9,Pre or post breeding census,not reported,,10.1002/ece3.984,2014,Gruebler,
10,Life cycle correctly estimated?,can't tell,,10.1002/ece3.984,2014,Gruebler,
11,What is error if one found?,NA,,10.1002/ece3.984,2014,Gruebler,
12,What metric used for fecundity?,juveniles produced annually by an individual surviving up to fledging,,10.1002/ece3.984,2014,Gruebler,
13,Sample size,582,total number of radio tagged individuals,10.1002/ece3.984,2014,Gruebler,
,,,,,,,
1,Is there an MPM in original paper?,yes,eight matrices,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
2,Organism,scleractinia,Montastraea annularis,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
3,Do they model an observation process for survival?,no,direct calculation: transition frequency table,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
4,Do they model an observation process for fecundity?,NA,not considered,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
5,Was uncertainty reported?,yes,bootstrap interval of lambda,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
6,"If reported, was the uncertainty complete for all parameters?",no,survival reproduction,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
7,Was lambda estimated from matrix? If yes what conclusion,yes,"temporal variation in growth rate, stable before bleaching, declining during and recovered to ~ 1 after",10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,LTRE - change to survivorship of small colonies was most influential,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
9,Pre or post breeding census,not reported,size based,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
10,Life cycle correctly estimated?,can't tell,no recruitment,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
11,What is error if one found?,NA,,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
12,What metric used for fecundity?,no recruitment,,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
13,Sample size,399,total colonies followed,10.1890/ES10-00065.1,2010,Hernandez-Pacheco,
,,,,,,,
1,Is there an MPM in original paper?,yes,density dependent logistic MPM,10.1002/etc.2972,2015,Miller,
2,Organism,fish,Catostomus commersoni,10.1002/etc.2972,2015,Miller,
3,Do they model an observation process for survival?,not clear,from life table in previous paper,10.1002/etc.2972,2015,Miller,
4,Do they model an observation process for fecundity?,not clear,from life table in previous paper,10.1002/etc.2972,2015,Miller,
5,Was uncertainty reported?,no,,10.1002/etc.2972,2015,Miller,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1002/etc.2972,2015,Miller,
7,Was lambda estimated from matrix? If yes what conclusion,no,population size as proportion of carrying capacity,10.1002/etc.2972,2015,Miller,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,no,,10.1002/etc.2972,2015,Miller,
9,Pre or post breeding census,not reported,missing in this paper,10.1002/etc.2972,2015,Miller,
10,Life cycle correctly estimated?,can't tell,,10.1002/etc.2972,2015,Miller,
11,What is error if one found?,NA,,10.1002/etc.2972,2015,Miller,
12,What metric used for fecundity?,eggs per female,,10.1002/etc.2972,2015,Miller,
13,Sample size,not reported,,10.1002/etc.2972,2015,Miller,
,,,,,,,
1,Is there an MPM in original paper?,yes,two sex,10.1093/icesjms/fsu056,2014,Tsai,decompose uncertainty - VERY COOL
2,Organism,shark,shortfin mako shark,10.1093/icesjms/fsu056,2014,Tsai,
3,Do they model an observation process for survival?,no,iterative approach with lambda =1 ,10.1093/icesjms/fsu056,2014,Tsai,
4,Do they model an observation process for fecundity?,no,iterative approach with lambda =1 ,10.1093/icesjms/fsu056,2014,Tsai,
5,Was uncertainty reported?,yes,monte carlo simulations,10.1093/icesjms/fsu056,2014,Tsai,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1093/icesjms/fsu056,2014,Tsai,
7,Was lambda estimated from matrix? If yes what conclusion,yes,without fishing 1.078 (2 year cycle) 1.051 (3 year cycle) but with fishing 0.949 and 0.937,10.1093/icesjms/fsu056,2014,Tsai,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,peak elasticity at juvenile and adult stages,10.1093/icesjms/fsu056,2014,Tsai,
9,Pre or post breeding census,post,,10.1093/icesjms/fsu056,2014,Tsai,
10,Life cycle correctly estimated?,yes,,10.1093/icesjms/fsu056,2014,Tsai,
11,What is error if one found?,NA,,10.1093/icesjms/fsu056,2014,Tsai,
12,What metric used for fecundity?,number of neonates scaled by sex ratio,,10.1093/icesjms/fsu056,2014,Tsai,
13,Sample size,169489,87009 females and 82480 males landed at fish market,10.1093/icesjms/fsu056,2014,Tsai,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1002/jwmg.835,2015,Chitwood,
2,Organism,mammal,white-tailed deer,10.1002/jwmg.835,2015,Chitwood,
3,Do they model an observation process for survival?,yes,known-fate survival model in Program MARK,10.1002/jwmg.835,2015,Chitwood,program MARK
4,Do they model an observation process for fecundity?,no,direct calculation,10.1002/jwmg.835,2015,Chitwood,
5,Was uncertainty reported?,yes,but not clear what it is,10.1002/jwmg.835,2015,Chitwood,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1002/jwmg.835,2015,Chitwood,
7,Was lambda estimated from matrix? If yes what conclusion,yes,0.788 to 1.003 with mid of 0.905 for current scenario,10.1002/jwmg.835,2015,Chitwood,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most important was adult female survival,10.1002/jwmg.835,2015,Chitwood,
9,Pre or post breeding census,not reported,guess: post as includes adult survival in fecundity,10.1002/jwmg.835,2015,Chitwood,
10,Life cycle correctly estimated?,can't tell,,10.1002/jwmg.835,2015,Chitwood,
11,What is error if one found?,NA,,10.1002/jwmg.835,2015,Chitwood,
12,What metric used for fecundity?,number of neonates per female,birth rate times adult survival,10.1002/jwmg.835,2015,Chitwood,
13,Sample size,58,adult females,10.1002/jwmg.835,2015,Chitwood,
,,,,,,,
1,Is there an MPM in original paper?,yes,experiment,10.1111/1365-2656.12109,2013,Mugabo,population density experiment
2,Organism,reptile,common lizards,10.1111/1365-2656.12109,2013,Mugabo,
3,Do they model an observation process for survival?,no,direct calculation,10.1111/1365-2656.12109,2013,Mugabo,
4,Do they model an observation process for fecundity?,no,logistic regression and Poisson regression,10.1111/1365-2656.12109,2013,Mugabo,
5,Was uncertainty reported?,yes,SE of survival,10.1111/1365-2656.12109,2013,Mugabo,
6,"If reported, was the uncertainty complete for all parameters?",no,reproduction,10.1111/1365-2656.12109,2013,Mugabo,
7,Was lambda estimated from matrix? If yes what conclusion,yes,"between 0.6 and 1.4 across all models, declines slightly with density",10.1111/1365-2656.12109,2013,Mugabo,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most important were juvenile and yearling survival,10.1111/1365-2656.12109,2013,Mugabo,
9,Pre or post breeding census,post,,10.1111/1365-2656.12109,2013,Mugabo,
10,Life cycle correctly estimated?,yes,,10.1111/1365-2656.12109,2013,Mugabo,
11,What is error if one found?,NA,,10.1111/1365-2656.12109,2013,Mugabo,
12,What metric used for fecundity?,"stage-specific proportion of breeders times total clutch size, hatching success, and primary sex ratio",also includes mother survival,10.1111/1365-2656.12109,2013,Mugabo,
13,Sample size,927,total number of individuals in experimental treatments,10.1111/1365-2656.12109,2013,Mugabo,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
2,Organism,mammal,wild boar,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
3,Do they model an observation process for survival?,yes,multistate survival/transition model in E-SURGE,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,E-SURGE
4,Do they model an observation process for fecundity?,no,direct calculation and expert opinion,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
5,Was uncertainty reported?,no,,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
7,Was lambda estimated from matrix? If yes what conclusion,yes,1.048,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most influential were the parameters od medium-sized females,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
9,Pre or post breeding census,pre,,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
10,Life cycle correctly estimated?,yes,includes survival post natal in fecundity,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
11,What is error if one found?,NA,,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
12,What metric used for fecundity?,mean number of juveniles produced by certain size group female,,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,
13,Sample size,2139,total individuals marked,10.1111/j.1365-2664.2012.02160.x,2012,Gamelon,no sample size break down
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1002/lno.10075,2015,Edmunds,Poptools in Excel
2,Organism,scleractinia,Orbicella annularis,10.1002/lno.10075,2015,Edmunds,
3,Do they model an observation process for survival?,no,direct calculation,10.1002/lno.10075,2015,Edmunds,
4,Do they model an observation process for fecundity?,no,direct calculation from another area,10.1002/lno.10075,2015,Edmunds,
5,Was uncertainty reported?,yes,bootstrap to get CI for lambda,10.1002/lno.10075,2015,Edmunds,
6,"If reported, was the uncertainty complete for all parameters?",no,reproduction,10.1002/lno.10075,2015,Edmunds,
7,Was lambda estimated from matrix? If yes what conclusion,yes,1.152-1.018 in Tektite and 0.586-0.679 in Yawzi Point,10.1002/lno.10075,2015,Edmunds,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,survival of large individuals was most important in 1988-1993 and 1998-2003 but stasis or recruitment of smallest important in 2003-2013 and survival and stasis of size 2 in 1993-1998,10.1002/lno.10075,2015,Edmunds,
9,Pre or post breeding census,not reported,,10.1002/lno.10075,2015,Edmunds,
10,Life cycle correctly estimated?,can't tell,,10.1002/lno.10075,2015,Edmunds,
11,What is error if one found?,NA,,10.1002/lno.10075,2015,Edmunds,
12,What metric used for fecundity?,number of juveniles per area,,10.1002/lno.10075,2015,Edmunds,
13,Sample size,827,maximum colonies tracked,10.1002/lno.10075,2015,Edmunds,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1007/s00227-015-2695-8,2015,Meyer,
2,Organism,mammal,New Zealand sea lion,10.1007/s00227-015-2695-8,2015,Meyer,open access data
3,Do they model an observation process for survival?,yes,multistate state-space CJS model,10.1007/s00227-015-2695-8,2015,Meyer,propgate uncertainty to elasticity
4,Do they model an observation process for fecundity?,yes,multistate state-space CJS model,10.1007/s00227-015-2695-8,2015,Meyer,
5,Was uncertainty reported?,yes,credible intervals,10.1007/s00227-015-2695-8,2015,Meyer,
6,"If reported, was the uncertainty complete for all parameters?",yes,,10.1007/s00227-015-2695-8,2015,Meyer,
7,Was lambda estimated from matrix? If yes what conclusion,yes,0.950 (CI 0.92-0.978),10.1007/s00227-015-2695-8,2015,Meyer,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most important elasticity was adult survival,10.1007/s00227-015-2695-8,2015,Meyer,
9,Pre or post breeding census,post,,10.1007/s00227-015-2695-8,2015,Meyer,
10,Life cycle correctly estimated?,yes,,10.1007/s00227-015-2695-8,2015,Meyer,
11,What is error if one found?,NA,,10.1007/s00227-015-2695-8,2015,Meyer,
12,What metric used for fecundity?,stage specific contributions of pups,,10.1007/s00227-015-2695-8,2015,Meyer,
13,Sample size,2928,total females in mark recpture,10.1007/s00227-015-2695-8,2015,Meyer,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1007/s10144-011-0292-3,2012,Hyslop,program MARK
2,Organism,reptile,Eastern Indigo snake,10.1007/s10144-011-0292-3,2012,Hyslop,
3,Do they model an observation process for survival?,yes,CJS and multistate CMR models,10.1007/s10144-011-0292-3,2012,Hyslop,
4,Do they model an observation process for fecundity?,no,from other studies,10.1007/s10144-011-0292-3,2012,Hyslop,
5,Was uncertainty reported?,yes,standard errors,10.1007/s10144-011-0292-3,2012,Hyslop,
6,"If reported, was the uncertainty complete for all parameters?",no,reproduction,10.1007/s10144-011-0292-3,2012,Hyslop,
7,Was lambda estimated from matrix? If yes what conclusion,yes,0.96 to 1.03,10.1007/s10144-011-0292-3,2012,Hyslop,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,most sensitive to changes in adult survival,10.1007/s10144-011-0292-3,2012,Hyslop,
9,Pre or post breeding census,post,,10.1007/s10144-011-0292-3,2012,Hyslop,
10,Life cycle correctly estimated?,yes,,10.1007/s10144-011-0292-3,2012,Hyslop,
11,What is error if one found?,NA,,10.1007/s10144-011-0292-3,2012,Hyslop,
12,What metric used for fecundity?,"product of mean clutch size divided 2, nest survival, hatching rate, and breeding probability",,10.1007/s10144-011-0292-3,2012,Hyslop,
13,Sample size,437,total captures across two sites,10.1007/s10144-011-0292-3,2012,Hyslop,
,,,,,,,
1,Is there an MPM in original paper?,yes,,10.1007/s10144-014-0450-5,2014,Wolf,
2,Organism,reptile,Texas horned lizard,10.1007/s10144-014-0450-5,2014,Wolf,program MARK
3,Do they model an observation process for survival?,yes,two methods: censor missing or known-fates model in Program MARK but direct calculation for juveniles,10.1007/s10144-014-0450-5,2014,Wolf,PopTools
4,Do they model an observation process for fecundity?,no,direct calculations,10.1007/s10144-014-0450-5,2014,Wolf,
5,Was uncertainty reported?,yes,,10.1007/s10144-014-0450-5,2014,Wolf,
6,"If reported, was the uncertainty complete for all parameters?",no,some survival,10.1007/s10144-014-0450-5,2014,Wolf,
7,Was lambda estimated from matrix? If yes what conclusion,yes,not reported just look at impacts of parameters on lambda,10.1007/s10144-014-0450-5,2014,Wolf,
8,Was a sensitivity/elasticity analysis conducted? If yes what was conclusion,yes,recruitment and adult fecundity were most important,10.1007/s10144-014-0450-5,2014,Wolf,
9,Pre or post breeding census,not reported,assume post,10.1007/s10144-014-0450-5,2014,Wolf,
10,Life cycle correctly estimated?,can't tell,,10.1007/s10144-014-0450-5,2014,Wolf,
11,What is error if one found?,NA,,10.1007/s10144-014-0450-5,2014,Wolf,
12,What metric used for fecundity?,number of female offspring per female per year,calculated using sex ratio times proportion of breeding females time first clutch size times proportion of breeding females times second clutch size times nest survival times hatch rate,10.1007/s10144-014-0450-5,2014,Wolf,
13,Sample size,376,adults across two populations,10.1007/s10144-014-0450-5,2014,Wolf,
,,,,,,,
1,Is there an MPM in original paper?,yes,some experiment,10.1007/s00227-012-1933-6,2012,Haslob,poptools
2,Organism,fish,Baltic sprat,10.1007/s00227-012-1933-6,2012,Haslob,
3,Do they model an observation process for survival?,no,"from literature, from experiments, from other studies then exponential decay model",10.1007/s00227-012-1933-6,2012,Haslob,
4,Do they model an observation process for fecundity?,no,length dependent models of different forms,10.1007/s00227-012-1933-6,2012,Haslob,
5,Was uncertainty reported?,no,one standard deviation reported but then ignored,10.1007/s00227-012-1933-6,2012,Haslob,the standard deviation based estimate is not what makes it into the model
6,"If reported, was the uncertainty complete for all parameters?",NA,,10.1007/s00227-012-1933-6,2012,Haslob,
7,Was lambda estimated from matrix? If yes what conclusion,yes,"not explicitly reported, but changes with temperature",10.1007/s00227-012-1933-6,2012,Haslob,
