Vital rate,Matrix position,Estimate,Uncertainty1,Uncertainty2,Uncertainty type,Method of estimation,Propagated to final matrix?,Sample size,Which model,DOI,Year,Author,Comments,
adult survival,"2,2",0.23,0.14,0.36,confidence interval,mark,no,69,Jack Mountain + 2011,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.19,0.11,0.3,confidence interval,mark,no,69,Jack Mountain + 2012,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.12,0.07,0.2,confidence interval,mark,no,69,Jack Mountain + 2013,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.12,0.07,0.21,confidence interval,mark,no,69,Jack Mountain + 2014,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.65,0.56,0.73,confidence interval,mark,no,164,Manning 2 +2011,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.59,0.5,0.67,confidence interval,mark,no,164,Manning 2 +2012,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.45,0.37,0.54,confidence interval,mark,no,164,Manning 2 +2013,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.46,0.38,0.55,confidence interval,mark,no,164,Manning 2 +2014,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.53,0.43,0.62,confidence interval,mark,no,123,West Fort Hood +2011,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.47,0.38,0.56,confidence interval,mark,no,123,West Fort Hood +2012,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.34,0.26,0.43,confidence interval,mark,no,123,West Fort Hood +2013,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
adult survival,"2,2",0.35,0.26,0.44,confidence interval,mark,no,123,West Fort Hood +2014,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,total number banded - resighted 95,
juvenile survival,"2,1",0.22,0.11,0.4,confidence interval,mark,no,2152,2011,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
juvenile survival,"2,1",0.82,0.29,0.98,confidence interval,mark,no,2152,2012,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
juvenile survival,"2,1",0.43,0.27,0.61,confidence interval,mark,no,2152,2013,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
juvenile survival,"2,1",0.42,0.23,0.63,confidence interval,mark,no,2152,2014,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.27,0.11,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,44,BalconesCanyonlands,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,number of territories monitored,
fecundity,"1,1 1,2",0.64,0.23,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,68,ColoradoBend,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",0.87,0.6,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,13,Goldthwaite,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",0.77,0.41,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,39,SanSaba,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",0.79,0.12,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,74,Maxdale,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.71,0.23,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,78,TaylorValley,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.37,0.2,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,68,WestRange,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.32,0.17,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,180,EastRange,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.21,0.07,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,57,JackMountain,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.59,0.1,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,106,Manning2,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
fecundity,"1,1 1,2",1.46,0.14,NA,standard error,nest survival + fledge number + assumptions about renesting ,no,94,WestFortHood,http://dx.doi.org/10.1016/j.biocon.2016.09.016,2016,Walker,,
lambda ,NA,0.89,NA,NA,NA,NA,NA,NA,No pred control low adundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.76,NA,NA,NA,NA,NA,NA,No pred control mid abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.41,NA,NA,NA,NA,NA,NA,No pred control high adundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,1,NA,NA,NA,NA,NA,NA,control low abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.95,NA,NA,NA,NA,NA,NA,control mid abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.69,NA,NA,NA,NA,NA,NA,control high abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.93,NA,NA,NA,NA,NA,NA,No pred control fledge success 0.17,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.95,NA,NA,NA,NA,NA,NA,No pred control fledge success 0.25,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,1,NA,NA,NA,NA,NA,NA,No pred control fledge success 0.5,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,Did report credible intevals but for individual years and for each effect size in model but not clear what value of each covariate was used in final model so hard to get uncertainty,
lambda ,NA,1.05,NA,NA,NA,NA,NA,NA,No pred control fledge success 0.75,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.95,NA,NA,NA,NA,NA,NA,control fledge success 0.17,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.97,NA,NA,NA,NA,NA,NA,control fledge success 0.25,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,1.03,NA,NA,NA,NA,NA,NA,control fledge success 0.5,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,1.08,NA,NA,NA,NA,NA,NA,control fledge success 0.75,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.83,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control low adundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.69,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control mid abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.31,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control high adundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.95,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control low abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.89,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control mid abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.62,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control high abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.69,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control fledge success 0.17,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,Did report credible intevals but for individual years and for each effect size in model but not clear what value of each covariate was used in final model so hard to get uncertainty,
adult survival,"3,3",0.69,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control fledge success 0.25,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.69,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control fledge success 0.5,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.69,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,No pred control fledge success 0.75,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.89,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control fledge success 0.17,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.89,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control fledge success 0.25,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.89,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control fledge success 0.5,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
adult survival,"3,3",0.89,Can't find it,Can't find it,credible interval,Bayesian CJS,no,,control fledge success 0.75,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,Did report credible intevals but for individual years and for each effect size in model but not clear what value of each covariate was used in final model so hard to get uncertainty,
sub-adult survival,"3,2",0.57,NA,NA,NA,direct calculation,no,,ALL,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
juvenile survival,"2,1",0.31,NA,NA,NA,direct calculation,no,,ALL,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.27,NA,NA,NA,direct calculation,,19,No pred control low adundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.22,NA,NA,NA,direct calculation,,19,No pred control mid abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.1,NA,NA,NA,direct calculation,,19,No pred control high adundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.31,NA,NA,NA,direct calculation,,19,control low abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.29,NA,NA,NA,direct calculation,,19,control mid abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.2,NA,NA,NA,direct calculation,,19,control high abundance,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.22,NA,NA,NA,direct calculation,,19,No pred control fledge success 0.17,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.33,NA,NA,NA,direct calculation,,19,No pred control fledge success 0.25,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.66,NA,NA,NA,direct calculation,,19,No pred control fledge success 0.5,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.99,NA,NA,NA,direct calculation,,19,No pred control fledge success 0.75,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.29,NA,NA,NA,direct calculation,,19,control fledge success 0.17,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.42,NA,NA,NA,direct calculation,,19,control fledge success 0.25,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",0.84,NA,NA,NA,direct calculation,,19,control fledge success 0.5,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
recruitment,"1,3",1.26,NA,NA,NA,direct calculation,,19,control fledge success 0.75,http://dx.doi.org/10.1016/j.biocon.2013.09.005,2013,Cruz,,
lambda ,NA,0.927,0.906,0.95,credible interval,Bayesian integrated population model,NA,NA,integrated model,doi:10.1016/j.biocon.2010.12.027,2011,Rhodes,,
lambda ,NA,0.924,0.845,1.004,credible interval,Bayesian population model,NA,NA,radio tracking only,doi:10.1016/j.biocon.2010.12.027,2011,Rhodes,,
fecundityfemale1,"1,2",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.027,2011,Rhodes,Only pictoral presentation,
fecundityfemale2,"1,3",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.027,2011,Rhodes,Only pictoral presentation,
fecundityfemale3,"1,4",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.027,2011,Rhodes,Only pictoral presentation,
fecunditymale1,"1,2",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.027,2011,Rhodes,Only pictoral presentation,
fecunditymale2,"1,3",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.028,2011,Rhodes,Only pictoral presentation,
fecunditymale3,"1,4",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.029,2011,Rhodes,Only pictoral presentation,
survivalfemale0,"2,1",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.030,2011,Rhodes,Only pictoral presentation,
survivalfemale1,"3,2",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.031,2011,Rhodes,Only pictoral presentation,
survivalfemale2,"4,3",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.032,2011,Rhodes,Only pictoral presentation,
survivalfemale3,"4,4",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.033,2011,Rhodes,Only pictoral presentation,
survivalmale0,"6,5",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.034,2011,Rhodes,Only pictoral presentation,
survivalmale1,"7,6",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.035,2011,Rhodes,Only pictoral presentation,
survivalmale2,"8,7",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.036,2011,Rhodes,Only pictoral presentation,
survivalmale3,"8,8",plotted only,plotted only,plotted only,credible interval,Bayesian integrated population model,yes,not reported,NA,doi:10.1016/j.biocon.2010.12.037,2011,Rhodes,Only pictoral presentation,
lambda,NA,0.76,plotted only,plotted only,standard error,delta method,NA,NA,survival from birth to trapping = 0.5,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,Only pictoral presentation,
lambda,NA,plotted only,plotted only,plotted only,standard error,delta method,NA,NA,survival from birth to trapping = 0.75,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,Only pictoral presentation,
lambda,NA,0.89,plotted only,plotted only,standard error,delta method,NA,NA,survival from birth to trapping = 1,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,Only pictoral presentation,
survival to trapping,NA,0.75,0.5,1,range,range,yes,NA,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
litter size,NA,4,NA,NA,NA,fixed,,NA,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
nulliparous female reproduction probability,NA,0.73,0.078,NA,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
reproductive female non-reproduction probability,NA,0.026,0.018,NA,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
juvenile survival,"2,1",0.3,0.06,NA,standard error,multistate capture-mark-recapture,yes,160,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,primarily pictoral presentation,
non-leprous adult survival,"3,3",0.64,0.029,NA,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
probability of seroconversion,"4,3",0.18,0.027,NA,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
probability of first reproduction,NA,0.73,0.078,NA,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
probability of becoming non-reproductive,NA,0.026,0.018,NA,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,,
leprous adult survival,"4,4",plotted only,plotted only,plotted only,standard error,multistate capture-mark-recapture,yes,can't tell,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,pictoral only,
yearling survival,"2,3",plotted only,plotted only,plotted only,standard error,multistate capture-mark-recapture,yes,26,NA,http://dx.doi.org/10.1016/j.ecolmodel.2017.02.001 ,2017,Oli,pictoral only,
deterministic lambda,NA,0.991,0.961,1.021,confidence interval,parametric simulation,NA,NA,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
stochastic lambda,NA,0.991,0.941,1.037,confidence interval,parametric simulation,NA,NA,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage1,"2,1",0.407,0.004,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,pictorial in MS numbers in SI,
survivalage2,"3,2",0.785,0.006,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,report overall sample size but not per vital rate,
survivalage3,"4,3",0.784,0.009,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage4,"5,4",0.785,0.005,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage5,"6,5",0.786,0.005,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage6,"7,6",0.791,0.013,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage7,"8,7",0.811,0.01,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage8,"9,8",0.811,0.01,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage9,"10,9",0.811,0.01,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage10,"11,10",0.811,0.01,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage11,"12,11",0.752,0.028,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
survivalage12,"12,12",0.752,0.028,NA,standard error,survival model,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
clutchsize1-2,NA,1.941,0.104,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
clutchsize3-6,NA,2.112,0.032,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
clutchsize7-11,NA,2.219,0.037,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
clutchsize12-25,NA,2.122,0.068,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
fledged1-2,"1,1 1,2",0.189,0.06,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
fledged3-6,"1,3 1,4 1,5 1,6",0.579,0.03,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
fledged7-11,"1,7 1,8 1,9 1,10 1,11",0.879,0.041,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
fledged12-25,"1,12 1,13 1,14 1,15 1,16 1,17 1,18 1,19 1,20 1,21 1,22 1,23 1,24 1,25",0.837,0.066,NA,standard error,poisson glm,yes,not reported,NA,10.1016/j.baae.2010.11.004,2010,Sergio,,
lambda,NA,3.007,NA,NA,NA,NA,NA,NA,golden perch,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
lambda,NA,1.24,NA,NA,NA,NA,NA,NA,murray cod,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
lambda,NA,1.464,NA,NA,NA,NA,NA,NA,common carp,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
reproduction 3,"1,3",100000,5000,NA,standard deviation,from literature,no,NA,golden perch,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
reproduction 4,"1,4",300000,10000,NA,standard deviation,from literature,no,NA,golden perch,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
Egg survival,NA,0.0033,0.0001,NA,standard deviation,from literature,no,NA,golden perch,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
larval survival,NA,0.15,0.005,NA,standard deviation,from literature,no,NA,golden perch,http://dx.doi.org/10.1016/j.envsoft.2016.02.009,2016,Stratford,,
